tour_id|tour_user_id|tour_name|tour_description|tour_starter_point|URL|tour_price|tour_child_price|tour_viality_from|tour_viality_to|tour_created_at|tour_update_at|tour_days|tour_nights|tour_state|tour_hounsing_type|tour_country_id|tour_housing_name|tour_stock|tour_commision|tour_in_home|tour_is_canatour|tour_blocked|tour_adult_foreigner_price|tour_child_foreigner_price|tour_purchase_time|tour_min_passenger|tour_published_on|tour_name_en|tour_translation_mode|tour_list_price|tour_duration_in_hours|tour_language|tour_start_time|tour_cancellation_policy|tour_reservations_count|tour_city|name of tour operator|tour_distribution|pago nulo|pago aprobado|pago expirado|pago extornado|pago no procesado|pago pendiente|por pagar
28 |25 |Excursión de Medio Día a Ahu Akivi |  Adéntrate en los misterios arqueológicos del Parque Nacional Rapa Nui de la Isla de Pascua en esta excursión de medio día.   Sitúese ante las antiguas esculturas de piedra 'moai' talladas por los indígenas Rapa Nui, descubra por qué los moai en Ahu Akivi se enfrentan al océano y profundice en el tema de por qué la mampostería en Ahu Tahai ha dejado perplejos a los expertos.   También visitarás la cantera de Puna Pau y el gran Ahu Uri a Urenga, una de las 25 plataformas que no están en la costa, sino en el interior de la isla y corresponden a un área agrícola.   |  Hoteles dentro del radio urbano de Hanga Roa, Rapa Nui (Isla de Pascua).   Dias de operación: Lunes, Miercoles y Viernes    |excursion-de-medio-dia-a-ahu-akivi |35200 |17600 |2019-07-01 |2022-12-31 |2019-07-09 17:49:58 |2022-06-08 16:39:10 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |35200 |17600 |24 |2 |2019-08-26 |Half Day Excursion to Ahu Akivi |auto |35200 |3 |Español |15:30 |100p-7days |0 |Valparaíso |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
29 |25 |Cruce de los Lagos Andinos desde Puerto Varas a Bariloche |  Una invitación a recorrer el mítico distrito del Lago Andino, a través de la ruta natural más hermosa para conectar Chile y Argentina.   Una ruta que, hace más de 400 años, los indios huilliches utilizaron como una ruta comercial y luego los sacerdotes jesuitas utilizan para establecer las misiones religiosas en la región de Nahuel Huapi.   Hoy, después de 4 siglos, lo invitamos a un lugar mágico, a enamorarse de la naturaleza en su forma más pura, a descubrir los secretos de la Patagonia y maravillarse con nuestros volcanes, lagos, bosques antiguos y la calidez de nuestra gente en un viaje inolvidable.   |  Del Salvador #72, Puerto Varas.    |cruce-de-los-lagos-andinos-desde-puerto-varas-a-bariloche |165120 |165120 |2019-07-01 |2022-12-31 |2019-07-09 17:50:12 |2019-08-26 16:46:52 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |165120 |165120 |24 |1 |2019-08-26 |Andean Lakes Crossing from Puerto Varas to Bariloche |auto |165120 |NULL |Español |07:45 |100p-7days |3 |De Los Lagos |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |24 |3 |0 |0 |0 |0 |2
30 |25 |Cena y Espectáculo de Rapa Nui |  No se pierda la oportunidad de ponerse en contacto con la cultura y la cocina de Rapa Nui ... ¡Únase a una noche mágica y disfrute de una cena tradicional!   |  Hoteles dentro del radio urbano de Hanga Roa, Rapa Nui (Isla de Pascua).   Dias de operación: Lunes, Miercoles y Viernes    |cena-y-espectaculo-de-rapa-nui |96000 |96000 |2019-07-01 |2022-12-31 |2019-07-09 17:50:21 |2022-01-31 16:26:13 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |1 |96000 |96000 |24 |2 |2019-08-26 |Rapa Nui Dinner and Show |auto |96000 |NULL |Español |19:00 |100p-7days |0 |Valparaíso |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
31 |25 |Tour en Bote por la Isla Magdalena desde Punta Arenas |  Explora estas hermosas islas, hogar de 120,000 pingüinos.   ¡Camina hasta el faro y obtén una maravillosa vista de estas hermosas aves!   |  Jose Nogueira #1255, Punta Arenas.   Temporada:  De Octubre a Marzo   Dias de operación:  de Lunes a Domingo   |tour-en-bote-por-la-isla-magdalena-desde-punta-arenas |110800 |50400 |2019-07-01 |2022-12-31 |2019-07-09 17:50:31 |2022-02-03 16:23:38 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |110800 |50400 |24 |1 |2019-08-26 |Boat Tour on Magdalena Island from Punta Arenas |auto |110800 |6 |Español |06:30 |100p-7days |0 |Magallanes Y De La Antártica Chilena |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |8 |0 |0 |0 |0 |0 |0
32 |25 |Cena Chilena y Show de Danza |  Sé parte de una noche donde la música y los bailes chilenos te mostrarán toda la tradición y los colores de Chile; Mientras tanto se servirá una deliciosa cena.   |  Hoteles ubicados en Santiago centro, Providencia, Las Condes, Vitacura y Ciudad de Santiago.  Dias de operación: Sabados   |cena-chilena-y-show-de-danza |80800 |70400 |2019-07-01 |2022-12-31 |2019-07-09 17:50:52 |2022-01-31 16:30:08 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |80800 |70400 |24 |2 |2019-08-26 |Chilean Dinner and Dance Show |auto |80800 |3 |Español |20:00 |100p-7days |0 |Metropolitana De Santiago |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
33 |25 |Tour de Medio Día por Orongo y Rano Kau |  Descubre las maravillas arqueológicas en la costa suroeste de la Isla de Pascua en este tour de medio día, que incluye el centro ceremonial de Vinapu, las pinturas rupestres de Ana Kai Tangata y las casas de mampostería de piedra de la aldea de Orongo.   Observa las olas rompiendo contra los acantilados mientras imaginas la historia del lugar y admirar el lago del cráter cerca del inactivo volcán Rano Kau. Mientras exploras, aprende sobre la cultura Rapa Nui y las leyendas que rodean a los hombres misteriosos de los pájaros.    |  Hoteles dentro del radio urbano de Hanga Roa, Rapa Nui.   Dias de operación: Lunes, Miercoles y Viernes.    |tour-de-medio-dia-por-orongo-y-rano-kau |35200 |17600 |2019-07-01 |2022-12-31 |2019-07-09 17:51:01 |2022-01-31 16:38:32 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |35200 |17600 |24 |2 |2019-08-26 |Half Day Tour by Orongo and Rano Kau |auto |35200 |3 |Español |09:30 |100p-7days |0 |Valparaíso |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
34 |25 |Parque Nacional Torres del Paine - Día Completo |  Explore el Parque Nacional Torres del Paine y su impresionante belleza natural que incluye las Torres Paine, la Cueva de Milodon, el Lago Sarmiento, los glaciares del Lago Grey, ¡y mucho más!   |  Hoteles dentro del radio urbano de Puerto Natales.  Temporada: OCTUBRE A MARZO  Dias de operación: de Lunes a Domingo   |parque-nacional-torres-del-paine-dia-completo |112000 |56000 |2019-07-01 |2022-12-31 |2019-07-09 17:51:32 |2022-01-31 16:41:05 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |112000 |56000 |24 |1 |2019-08-27 |Torres del Paine National Park - Full Day |auto |112000 |NULL |Español |07:00 |100p-7days |0 |Magallanes Y De La Antártica Chilena |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |11 |0 |0 |0 |0 |0 |0
35 |25 |Navegación a los Glaciares Balmaceda y Serrano |  Explora los magníficos glaciares Balmaceda y Serrano, navegando por el fiordo Ultima esperanza.   Visitará el Parque Nacional Bernardo O'Higgins, disfrutará de paradas en bote en el ventisquero Serrano y paseará por el bosque hasta la orilla de la laguna.   |  Hoteles dentro del radio urbano de Puerto Natales.   Temporada:  de Octubre a Marzo   Dias de operación:  de Lunes a Domingo   |navegacion-a-los-glaciares-balmaceda-y-serrano |178400 |89600 |2019-07-01 |2022-12-31 |2019-07-09 17:51:47 |2022-02-21 12:51:25 |1 |0 |unpublished |NULL |NULL |NULL |0 |25 |0 |0 |0 |178400 |89600 |24 |1 |2022-02-21 |Navigation to the Balmaceda and Serrano Glaciers |auto |178400 |NULL |Español |07:30 |100p-7days |0 |Magallanes Y De La Antártica Chilena |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |14 |3 |0 |0 |0 |0 |0
36 |25 |Recorrido por la Costa Pacífica - Viña del Mar a Reñaca |  Únase a nuestro tour a la costa del Pacífico y explore las ciudades de Viña del Mar, conocida como la  Ciudad Jardín , las animadas playas de Reñaca y el Concón más tranquilo.   La costa del Pacífico es famosa por sus playas de arena blanca que se extienden hacia el norte a través de los suburbios de Reñaca y Concón y por sus grandes olas que lo convierten en un destino popular entre los surfistas.  Recomendado tanto en verano como en invierno, este tour es la manera perfecta de explorar las ciudades más famosas de la costa del Pacífico Central.   |  Pick up desde Viña del Mar:  Sheraton Miramar Hotel, Panamericana Hotel O'Higgins, Gala, Enjoy Viña Del Mar y Marina del Rey.   Pick up desde Valparaiso: Ibis Valparaiso y Diego de Almagro Valparaiso.  Dias de operación: de Lunes a Domingo   |recorrido-por-la-costa-pacifica-vina-del-mar-a-renaca |61600 |61600 |2019-07-01 |2022-12-31 |2019-07-09 17:51:56 |2022-01-31 16:52:14 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |61600 |61600 |24 |2 |2019-08-27 |Tour of the Pacific Coast - Viña del Mar to Reñaca |auto |61600 |4 |Español |09:00 |100p-7days |0 |Valparaíso |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
37 |25 |Base de las Torres del Paine |  Póngase el desafío de ir de excursión al mirador Torres del Paine y disfrute de la vista única de uno de los lugares más maravillosos del mundo.   |  Hoteles dentro del radio urbano de Puerto Natales   Temporada:  de Octubre a Marzo   |base-de-las-torres-del-paine |116000 |NULL |2019-07-01 |2022-12-31 |2019-07-09 17:52:05 |2022-01-31 16:55:00 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |116000 |NULL |24 |1 |2019-08-27 |Base of the Torres del Paine |auto |116000 |NULL |Español |07:00 |100p-7days |0 |Magallanes Y De La Antártica Chilena |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |1 |0 |0 |0 |0 |0 |0
38 |25 |Isla de Pascua: Ahu Akivi y Orongo |  Ahorre cuando reserve tres excursiones populares a Isla de Pascua a Ahu Akivi, Orongo y Playa Anakena.   Visite los famosos sitios ceremoniales para admirar los misteriosos 'moai', gigantes de piedra tallados por los indígenas Rapa Nui, en excursiones de medio día o de día completo disponibles todos los días de la semana.   Las lecciones de arqueología no son lo único que obtendrás de este paquete con descuento: camina por las colinas volcánicas de Rano Raraku, reflexiona sobre las pinturas de los hombres pájaros en la cueva de Ana Kai Tangata, pasea por las casas de piedra de esquisto de la aldea de Orongo y cava los dedos de los pies en la arena blanca en la playa de Anakena   |  Hoteles dentro del radio urbano de Hanga Roa, Rapa Nui (Isla de Pascua).   Dias de operación: Lunes, Miercoles y Viernes    |isla-de-pascua-ahu-akivi-y-orongo |70400 |35200 |2019-07-01 |2022-12-31 |2019-07-09 17:52:24 |2022-06-08 16:50:33 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |70400 |35200 |24 |2 |2022-06-08 |Easter Island: Ahu Akivi and Orongo |auto |70400 |4 |Español |09:30 |100p-24hours |0 |Valparaíso |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |3 |0 |0 |0 |0 |0 |0
39 |25 |Valparaíso en Furgoneta y Ascensor |  ¡Visita Valparaíso y siente la atmósfera de esta vibrante ciudad! La ciudad fue declarada Patrimonio de la Humanidad por la UNESCO en 2002, por su arquitectura pintoresca y única, con innumerables casas de varios colores repartidas en 40 colinas en una desordenada armonía, que refleja el alma de sus habitantes, llamados  porteños . Durante este recorrido visitaremos los lugares más famosos de la ciudad, como la Plaza Sotomayor, el Cerro Concepción, el Cerro Alegre, entre otros. El recorrido se realiza en una cómoda camioneta de aire acondicionado e incluye un viaje en uno de los 16 ascensores antiguos que aún están en uso   |  Pick up desde Viña del Mar:  Sheraton Miramar Hotel, Panamericana Hotel O'Higgins, Gala, Enjoy Viña Del Mar y Marina del Rey.   Pick up desde Valparaiso: Ibis Valparaiso y Diego de Almagro Valparaiso.   Dias de operación:  de Lunes a Domingo   |valparaiso-en-furgoneta-y-ascensor |61600 |61600 |2019-07-01 |2022-12-31 |2019-07-09 17:53:08 |2022-01-31 17:10:41 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |61600 |61600 |24 |2 |2019-08-27 |Valparaíso in Van and Elevator |auto |61600 |4 |Español |09:00 |100p-7days |0 |Valparaíso |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |2 |0 |0 |0 |0 |0 |0
40 |25 |Cascadas Petrohue y Volcán Osorno desde Puerto Varas |  Este emocionante eco-tour lo llevará al hermoso Parque Nacional Vicente Pérez Rosales, el rico ecosistema en la desembocadura del río Pescado, las azules y verdes caídas de Petrohue y el impresionante Volcán Osorno, que recuerda el Monte Fuji.   |  Hoteles dentro del radio urbano de Puerto Montt/Puerto Varas.  Dias de operación: de Lunes a Domingo   |cascadas-petrohue-y-volcan-osorno-desde-puerto-varas |38400 |19200 |2019-07-01 |2022-12-31 |2019-07-09 17:53:17 |2022-01-31 17:13:13 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |38400 |19200 |24 |1 |2019-08-27 |Petrohue Waterfalls and Osorno Volcano from Puerto Varas |auto |38400 |5 |Español |08:30 |100p-7days |0 |De Los Lagos |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |6 |3 |0 |0 |0 |0 |1
41 |25 |Isla de Chiloé y Playas de Puerto Varas |  Descubra la mágica isla de Chiloé, sus hermosos alrededores y sus impresionantes playas.   Visitarás Ancud, Caulin, Lacuy y el Fuerte de San Antonio.   |  Hoteles dentro del radio urbano de Puerto Montt/Puerto Varas.   Dias de operación:  de Lunes a Domingo   |isla-de-chiloe-y-playas-de-puerto-varas |51200 |25600 |2019-07-01 |2022-12-31 |2019-07-09 17:53:42 |2022-01-31 17:15:40 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |51200 |25600 |24 |2 |2019-08-27 |Chiloé Island and Beaches of Puerto Varas |auto |51200 |NULL |Español |08:00 |100p-7days |0 |De Los Lagos |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |1
42 |25 |Misterio de la Isla de Chiloé desde Puerto Varas |  Descubre la isla mágica de Chiloé, sus hermosos alrededores, sus iglesias y su exquisita cocina.   |  Hoteles dentro del radio urbano de Puerto Montt/Puerto Varas.   Dias de operación: de Lunes a Domingo    |misterio-de-la-isla-de-chiloe-desde-puerto-varas |54400 |27200 |2019-07-01 |2022-12-31 |2019-07-09 17:53:50 |2022-01-31 17:18:18 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |54400 |27200 |24 |2 |2019-08-27 |Mystery of the Island of Chiloé from Puerto Varas |auto |54400 |NULL |Español |08:00 |100p-7days |0 |De Los Lagos |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |2 |0 |0 |0 |0 |0 |0
43 |25 |Pinguino Rey y Tierra del Fuego Tour |  Explore la hermosa Patagonia, viaje en un ferry y conozca la Colonia de los Pingüinos Rey, también descubriendo la Tierra del Fuego; Origen de la cultura selknam.   Después de cruzar el Estrecho de Magallanes y visitar Porvenir, recorreremos 114 km hacia el este, donde se encuentra el Parque de los Pingüinos Reales, un lugar de avistamiento único donde podremos observar un grupo de aproximadamente 40 especímenes de esta especie a corta distancia.   Después de 1 hora en el lugar continuaremos nuestro viaje observando el casco de la Estancia Josefina.   También visitaremos el pueblo de Cerro Sombrero.   Finalmente cruzaremos de nuevo el estrecho de Magallanes.   |  Hoteles dentro del radio urbano de Punta Arenas.   Temporada:  de OCTUBRE A MARZO   Dias de operación:  JUE - VIE - SAB - DOM   |pinguino-rey-y-tierra-del-fuego-tour |117600 |117600 |2019-07-01 |2022-12-31 |2019-07-09 17:54:03 |2022-01-31 17:20:24 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |117600 |117600 |24 |1 |2019-08-27 |King Penguin and Tierra del Fuego Tour |auto |117600 |NULL |Español |07:00 |100p-7days |0 |Magallanes Y De La Antártica Chilena |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |2 |0 |1 |1 |0 |0 |1
44 |25 |Tour en Bicicleta en Puerto Natales |  Viaja en bicicleta mientras nuestro guía le cuenta la historia de la ciudad más austral del continente americano.  Hermosas vistas, tranquilidad y deporte son parte de este tour único.  Puerto Natales está ubicado en la costa del canal Señoret, entre el golfo Almirante Montt y el fiordo Última Esperanza.    |  Hoteles dentro del radio urbano de Puero Natales.   Temporada:  de Octubre a Marzo   Dias de operación:  de Lunes a Domingo   |tour-en-bicicleta-en-puerto-natales |43200 |43200 |2019-07-01 |2022-12-31 |2019-07-09 17:54:22 |2022-01-31 17:27:49 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |43200 |43200 |24 |2 |2019-08-27 |Bicycle Tour in Puerto Natales |auto |43200 |3 |Español |15:00 |100p-7days |0 |Magallanes Y De La Antártica Chilena |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
45 |25 |Valle de Casablanca: Viñedos Matetic |  Matetic Vineyards es un lugar mágico e inspirador que combina la producción orgánica de vinos elaborados de alta calidad y experiencias turísticas en torno a las uvas de vino.   |  Hoteles ubicados en Santiago centro, Providencia, Las Condes, Vitacura y ciudad de Santiago.  Ubicado en el Valle de San Antonio, a solo 1 hora y 20 minutos de Santiago ya 45 minutos de Valparaíso y la costa central.   Lo invitamos a empaparse del mundo del vino, con una vista panorámica de nuestros viñedos, donde podrá disfrutar de un entretenido recorrido. Con degustación de la bodega Matetic y sus instalaciones, complementando su visita con atractivas excursiones que lo llevarán a descubrir la esencia de Valle Rosario.   La bodega de Matética es el escenario perfecto para aprender más sobre sus vinos y su proceso biodinámico, una característica esencial de Matetic. Viñedos.    Dias de operación: de Martes a Domingo    |valle-de-casablanca-vinedos-matetic |73600 |48000 |2019-07-01 |2022-12-31 |2019-07-09 17:54:31 |2022-01-31 17:34:11 |1 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |73600 |48000 |24 |2 |2019-08-27 |Casablanca Valley: Matetic Vineyards |auto |73600 |6 |Español |08:00 |100p-7days |0 |Metropolitana De Santiago |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |0 |0 |0 |0 |0 |0 |0
46 |25 |2 en 1:City Tour Santiago y Un Día Viña del Mar y Valparaiso |  Durante este recorrido, vea cómo el rico patrimonio cultural de Chile cobra vida a través de los símbolos icónicos de la ciudad, como la Plaza de Armas (Plaza Mayor), el Cerro Santa Lucía, La Moneda (Palacio de Gobierno), la Oficina de Correos y el Metropolitano de Santiago. Catedral, con sus vistas únicas de la ciudad.   Al día siguiente, disfrute de las mejores cosas de la vida mientras viaja a lo largo de la costa central de Chile para visitar el Puerto Patrimonial de Valparaíso, declarado en 2003 por la UNESCO como Patrimonio de la Humanidad, es la ciudad más activa de Chile, llena de artistas, poetas y restaurantes.   |  Hoteles ubicados en Santiago centro, Providencia, Las Condes, Vitacura y Ciudad de Santiago.   Recuerde que estos dos recorridos deben realizarse en 2 fechas diferentes     Recuerde que en ambos casos, el punto de partida es desde Santiago tal y como indica el primer punto.    Dias de operación: De Lunes a Domingo    |2-en-1-city-tour-santiago-y-un-dia-vina-del-mar-y-valparaiso |140800 |70400 |2019-07-01 |2022-12-31 |2019-07-09 17:54:45 |2022-01-31 17:40:43 |2 |0 |published |NULL |NULL |NULL |0 |25 |0 |0 |1 |140800 |70400 |24 |2 |2019-08-27 |2 in 1: City Tour Santiago and One Day Viña del Mar and Valparaiso |auto |140800 |7 |Español,Inglés |08:00 |100p-7days |0 |Metropolitana De Santiago |CHIRAK / GRAY LINE CHILE |Turismoi - E-Comerce |-1 |1 |0 |0 |0 |0 |0
